name,album,duration_ms,popularity,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Nothing Else Matters (Live in Mexico CIty),Live S**t: Binge & Purge,381667,28,1993/11/23,0.289,0.725,-8.086,0.0375,0.0133,0.00617,0.924,0.157,147.532
Wherever I May Roam (Live in Mexico City),Live S**t: Binge & Purge,392573,26,1993/11/23,0.225,0.964,-6.113,0.127,6.52E-05,0.00497,0.77,0.118,140.39
Am I Evil? (Live in Mexico City),Live S**t: Binge & Purge,341693,26,1993/11/23,0.217,0.98,-7.567,0.144,0.000996,0.00867,0.639,0.053,148.533
Last Caress (Live in Mexico City),Live S**t: Binge & Purge,84773,26,1993/11/23,0.347,0.981,-6.531,0.0864,0.000228,2.74E-06,0.45,0.182,107.966
One (Live in Mexico City),Live S**t: Binge & Purge,627000,28,1993/11/23,0.297,0.964,-8.415,0.149,4.25E-05,0.781,0.984,0.088,126.518
Battery (Live in Mexico City),Live S**t: Binge & Purge,604867,25,1993/11/23,0.274,0.964,-7.869,0.174,2.01E-05,0.0337,0.979,0.114,103.332
The Four Horsemen (Live in Mexico City),Live S**t: Binge & Purge,367733,24,1993/11/23,0.379,0.92,-8.283,0.103,2.63E-05,0.0188,0.989,0.127,110.934
Motorbreath (Live in Mexico City),Live S**t: Binge & Purge,194427,26,1993/11/23,0.221,0.924,-8.179,0.118,9.20E-06,0.264,0.445,0.13,99.133
Stone Cold Crazy (Live in Mexico City),Live S**t: Binge & Purge,332200,24,1993/11/23,0.247,0.99,-7.098,0.231,0.00182,0.0892,0.616,0.0382,125.917
Enter Sandman - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),447773,48,1993/01/01,0.223,0.953,-6.617,0.115,0.00029,0.525,0.611,0.0469,133.322
Creeping Death - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),448227,42,1993/01/01,0.244,0.987,-7.448,0.147,4.99E-06,0.159,0.885,0.0611,115.08
Harvester Of Sorrow - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),438507,39,1993/01/01,0.305,0.976,-6.593,0.117,0.000273,0.0196,0.6,0.0676,94.904
Welcome Home (Sanitarium) - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),399427,39,1993/01/01,0.257,0.976,-7.565,0.179,7.79E-05,0.0394,0.965,0.0827,114.639
Sad But True - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),367107,42,1993/01/01,0.351,0.965,-6.708,0.0765,0.00173,0.00825,0.98,0.121,89.711
Of Wolf And Man - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),382293,37,1993/01/01,0.218,0.984,-6.376,0.151,0.000622,0.000386,0.809,0.0398,129.711
The Unforgiven - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),408000,44,1993/01/01,0.292,0.94,-6.905,0.0617,0.00263,0.00181,0.984,0.214,147.165
Justice Medley - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),578373,36,1993/01/01,0.236,0.987,-5.473,0.236,0.000118,0.00653,0.981,0.0759,90.337
Solos - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),1128800,31,1993/01/01,0.223,0.756,-12.954,0.126,0.0684,0.316,0.372,0.198,130.459
Through The Never - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),226933,37,1993/01/01,0.378,0.991,-6.311,0.122,6.39E-05,0.00111,0.8,0.06,108.093
For Whom The Bell Tolls - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),348333,39,1993/01/01,0.265,0.959,-7.885,0.125,4.76E-05,0.14,0.977,0.0916,128.292
Fade To Black - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),432333,39,1993/01/01,0.247,0.907,-8.319,0.116,9.09E-05,0.0102,0.986,0.19,115.737
Master Of Puppets - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),275333,39,1993/01/01,0.309,0.979,-6.928,0.169,0.000199,0.000491,0.73,0.12,109.053
Seek & Destroy - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),1088333,40,1993/01/01,0.257,0.968,-5.996,0.123,3.99E-05,0.0218,0.803,0.219,156.881
Whiplash - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),333667,36,1993/01/01,0.351,0.96,-7.31,0.172,3.64E-05,0.0154,0.985,0.148,93.457
Nothing Else Matters - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),381667,41,1993/01/01,0.289,0.725,-8.086,0.0375,0.0133,0.00617,0.924,0.157,147.532
Wherever I May Roam - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),392573,34,1993/01/01,0.225,0.964,-6.113,0.127,6.52E-05,0.00497,0.77,0.118,140.39
Am I Evil? - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),341693,33,1993/01/01,0.217,0.98,-7.567,0.144,0.000996,0.00867,0.639,0.053,148.533
Last Caress - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),84773,32,1993/01/01,0.347,0.981,-6.531,0.0864,0.000228,2.74E-06,0.45,0.182,107.966
One - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),627000,37,1993/01/01,0.299,0.967,-8.406,0.135,4.77E-05,0.863,0.985,0.0815,126.663
Battery - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),604867,32,1993/01/01,0.274,0.964,-7.869,0.174,2.01E-05,0.0337,0.979,0.114,103.332
The Four Horsemen - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),367733,31,1993/01/01,0.379,0.92,-8.283,0.103,2.63E-05,0.0188,0.989,0.127,110.934
Motorbreath - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),194427,33,1993/01/01,0.221,0.924,-8.179,0.118,9.20E-06,0.264,0.445,0.13,99.133
Stone Cold Crazy - Live In Mexico City,Live Sh*t: Binge & Purge (Live In Mexico City),332200,31,1993/01/01,0.247,0.99,-7.098,0.231,0.00182,0.0892,0.616,0.0382,125.917
Enter Sandman,Metallica,331267,83,1991/08/12,0.577,0.828,-8.691,0.0298,0.00213,0.0114,0.0581,0.604,123.257
Sad But True,Metallica,323933,72,1991/08/12,0.633,0.846,-6.347,0.0337,0.000819,0.00139,0.0762,0.448,89.23
Holier Than Thou,Metallica,227640,57,1991/08/12,0.471,0.956,-6.25,0.0381,0.000322,0.528,0.066,0.315,172.15
The Unforgiven,Metallica,386493,75,1991/08/12,0.54,0.584,-9.579,0.0254,0.0108,0.00296,0.253,0.244,139.261
Wherever I May Roam,Metallica,403867,67,1991/08/12,0.55,0.824,-7.848,0.0347,0.000362,0.00115,0.0865,0.332,131.387
Dont Tread On Me,Metallica,240333,60,1991/08/12,0.677,0.835,-7.627,0.0411,0.00546,0.00538,0.297,0.689,108.003
Through The Never,Metallica,242907,55,1991/08/12,0.394,0.931,-6.762,0.0413,0.00583,0.464,0.179,0.517,94.004
Nothing Else Matters,Metallica,388267,82,1991/08/12,0.553,0.362,-11.218,0.0263,0.0458,6.01E-06,0.075,0.158,142.352
Of Wolf And Man,Metallica,256533,56,1991/08/12,0.626,0.749,-7.746,0.0356,0.00106,0.0338,0.114,0.493,121.776
The God That Failed,Metallica,308533,54,1991/08/12,0.536,0.798,-6.531,0.0402,0.000327,0.000276,0.122,0.44,82.99
My Friend Of Misery,Metallica,407773,55,1991/08/12,0.582,0.819,-8.092,0.0345,0.000283,0.0167,0.0996,0.394,119.513
The Struggle Within,Metallica,233907,51,1991/08/12,0.488,0.931,-7.349,0.0533,0.00056,0.0449,0.224,0.53,98.868
Enter Sandman (Remastered),Metallica (Remastered),331560,78,1991/08/12,0.566,0.834,-8.412,0.0298,0.00277,0.008,0.0625,0.621,123.296
Sad But True (Remastered),Metallica (Remastered),324600,69,1991/08/12,0.624,0.876,-6.005,0.0342,0.000926,0.00164,0.0561,0.453,89.24
Holier Than Thou (Remastered),Metallica (Remastered),227573,55,1991/08/12,0.458,0.97,-5.915,0.0408,0.00178,0.272,0.0826,0.342,172.123
The Unforgiven (Remastered),Metallica (Remastered),387160,67,1991/08/12,0.531,0.583,-9.47,0.0256,0.0184,0.00624,0.255,0.207,139.503
Wherever I May Roam (Remastered),Metallica (Remastered),404333,67,1991/08/12,0.539,0.834,-7.459,0.0364,0.000646,0.000516,0.119,0.339,131.383
Dont Tread on Me (Remastered),Metallica (Remastered),240160,59,1991/08/12,0.655,0.882,-6.471,0.0491,0.0068,0.00297,0.259,0.678,108.019
Through the Never (Remastered),Metallica (Remastered),244533,54,1991/08/12,0.384,0.95,-5.943,0.0546,0.0109,0.351,0.139,0.482,94.266
Nothing Else Matters (Remastered),Metallica (Remastered),388733,72,1991/08/12,0.547,0.394,-9.793,0.0262,0.0522,6.40E-06,0.0795,0.17,142.37
Of Wolf and Man (Remastered),Metallica (Remastered),256573,55,1991/08/12,0.605,0.792,-6.87,0.0366,0.000988,0.0382,0.0852,0.47,121.768
The God That Failed (Remastered),Metallica (Remastered),308507,53,1991/08/12,0.551,0.813,-6.406,0.0363,0.000451,0.000123,0.174,0.431,83.046
My Friend of Misery (Remastered),Metallica (Remastered),409667,53,1991/08/12,0.567,0.855,-7.623,0.0355,0.000235,0.00714,0.1,0.329,119.513
The Struggle Within (Remastered),Metallica (Remastered),232648,49,1991/08/12,0.466,0.944,-6.498,0.0514,0.0014,0.0289,0.236,0.505,98.766
Blackened (Remastered),...And Justice for All (Remastered),402144,60,1988/09/07,0.435,0.853,-7.341,0.124,5.31E-05,0.00746,0.13,0.475,129.218
...And Justice for All (Remastered),...And Justice for All (Remastered),585507,56,1988/09/07,0.382,0.793,-7.342,0.183,7.11E-05,0.147,0.0541,0.424,173.583
Eye of the Beholder (Remastered),...And Justice for All (Remastered),385987,48,1988/09/07,0.639,0.838,-8.179,0.0453,0.00327,0.00714,0.0834,0.588,122.179
One (Remastered),...And Justice for All (Remastered),446146,51,1988/09/07,0.438,0.687,-9.15,0.0619,0.000668,0.0801,0.42,0.426,103.01
The Shortest Straw (Remastered),...And Justice for All (Remastered),395102,48,1988/09/07,0.432,0.906,-7.958,0.108,8.87E-05,0.0448,0.156,0.592,142.767
Harvester of Sorrow (Remastered),...And Justice for All (Remastered),345284,58,1988/09/07,0.656,0.864,-7.895,0.0414,0.000197,0.107,0.281,0.617,93.197
The Frayed Ends of Sanity (Remastered),...And Justice for All (Remastered),463159,46,1988/09/07,0.483,0.909,-7.296,0.0484,5.16E-05,0.0512,0.119,0.672,94.816
To Live Is to Die (Remastered),...And Justice for All (Remastered),588382,49,1988/09/07,0.432,0.624,-8.976,0.041,0.000205,0.818,0.0777,0.388,104.315
Dyers Eve (Remastered),...And Justice for All (Remastered),313045,51,1988/09/07,0.404,0.948,-7.252,0.0604,1.92E-05,0.0405,0.0773,0.701,96.789
Blackened (Remastered),...And Justice for All (Remastered Deluxe Box Set),402144,48,1988/09/07,0.435,0.853,-7.341,0.124,5.31E-05,0.00746,0.13,0.475,129.218
...And Justice for All (Remastered),...And Justice for All (Remastered Deluxe Box Set),585507,47,1988/09/07,0.382,0.793,-7.342,0.183,7.11E-05,0.147,0.0541,0.424,173.583
Eye of the Beholder (Remastered),...And Justice for All (Remastered Deluxe Box Set),385987,50,1988/09/07,0.639,0.838,-8.179,0.0453,0.00327,0.00714,0.0834,0.588,122.179
One (Remastered),...And Justice for All (Remastered Deluxe Box Set),446146,72,1988/09/07,0.438,0.687,-9.15,0.0619,0.000668,0.0801,0.42,0.426,103.01
The Shortest Straw (Remastered),...And Justice for All (Remastered Deluxe Box Set),395102,51,1988/09/07,0.432,0.906,-7.958,0.108,8.87E-05,0.0448,0.156,0.592,142.767
Harvester of Sorrow (Remastered),...And Justice for All (Remastered Deluxe Box Set),345284,46,1988/09/07,0.656,0.864,-7.895,0.0414,0.000197,0.107,0.281,0.617,93.197
The Frayed Ends of Sanity (Remastered),...And Justice for All (Remastered Deluxe Box Set),463159,48,1988/09/07,0.483,0.909,-7.296,0.0484,5.16E-05,0.0512,0.119,0.672,94.816
To Live Is to Die (Remastered),...And Justice for All (Remastered Deluxe Box Set),588382,41,1988/09/07,0.432,0.624,-8.976,0.041,0.000205,0.818,0.0777,0.388,104.315
Dyers Eve (Remastered),...And Justice for All (Remastered Deluxe Box Set),313045,41,1988/09/07,0.404,0.948,-7.252,0.0604,1.92E-05,0.0405,0.0773,0.701,96.789
The Ecstasy of Gold,...And Justice for All (Remastered Deluxe Box Set),118998,0,1988/09/07,0.207,0.983,-8.685,0.088,0.324,0.0481,0.98,0.0313,93.004
Blackened (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),397260,35,1988/09/07,0.257,0.995,-5.811,0.187,4.36E-06,0.123,0.475,0.0378,134.88
For Whom the Bell Tolls (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),330467,36,1988/09/07,0.314,0.99,-5.514,0.189,1.58E-05,0.0978,0.64,0.0451,125.06
Welcome Home (Sanitarium) (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),406524,32,1988/09/07,0.257,0.99,-5.817,0.2,1.79E-05,0.0785,0.952,0.069,116.602
Harvester of Sorrow (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),370584,31,1988/09/07,0.334,0.987,-5.805,0.116,2.96E-05,0.00362,0.784,0.0747,96.425
The Four Horsemen (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),360155,31,1988/09/07,0.309,0.993,-6.211,0.215,5.28E-06,0.374,0.758,0.0399,110.831
The Thing That Should Not Be (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),428310,31,1988/09/07,0.304,0.986,-5.824,0.103,1.90E-05,0.225,0.987,0.138,116.255
Bass Solo (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),450386,27,1988/09/07,0.152,0.772,-10.619,0.0653,0.000127,0.826,0.49,0.181,94.225
Master of Puppets (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),530515,34,1988/09/07,0.259,0.989,-6.012,0.141,6.09E-06,0.171,0.935,0.0786,111.782
Fade to Black (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),490505,32,1988/09/07,0.173,0.975,-5.902,0.186,0.000142,0.0595,0.989,0.115,156.553
Seek & Destroy (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),541535,30,1988/09/07,0.24,0.988,-6.468,0.218,8.28E-05,0.0676,0.984,0.0601,150.949
...And Justice for All (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),660760,28,1988/09/07,0.176,0.982,-6.312,0.215,6.33E-06,0.574,0.994,0.0475,173.801
One (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),567610,31,1988/09/07,0.259,0.993,-6.059,0.196,0.000121,0.439,0.993,0.054,118.806
Creeping Death (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),470380,35,1988/09/07,0.301,0.993,-5.877,0.172,4.20E-06,0.428,0.839,0.0645,115.143
Guitar Solo (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),396196,24,1988/09/07,0.169,0.952,-6.852,0.149,0.109,0.984,0.595,0.0394,125.995
Battery (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),377922,29,1988/09/07,0.242,0.993,-6.172,0.204,3.14E-05,0.225,0.738,0.0323,105.107
Encore Jam (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),169193,22,1988/09/07,0.336,0.985,-6.06,0.15,6.63E-05,0.197,0.988,0.0399,97.785
Last Caress (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),114058,26,1988/09/07,0.233,0.995,-5.929,0.131,0.000183,0.406,0.499,0.0542,104.853
Am I Evil? (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),249737,26,1988/09/07,0.325,0.992,-5.768,0.171,3.31E-05,0.0891,0.737,0.0763,83.923
Whiplash (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),336602,27,1988/09/07,0.119,0.993,-6.122,0.303,3.14E-05,0.336,0.996,0.0332,193.069
Breadfan (Live - Seattle 89),...And Justice for All (Remastered Deluxe Box Set),283565,23,1988/09/07,0.281,0.994,-6.152,0.179,5.23E-05,0.0954,0.967,0.0388,113.274
"Blackened (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),36016,19,1988/09/07,0.11,0.423,-14.794,0.0349,0.0135,0.889,0.127,0.32,153.989
"Blackened (1987, From James Riff Tapes II)",...And Justice for All (Remastered Deluxe Box Set),189228,18,1988/09/07,0.396,0.764,-15.07,0.052,0.534,0.0679,0.969,0.735,89.882
"And Justice for All (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),158791,16,1988/09/07,0.184,0.466,-17.089,0.0447,0.00741,0.938,0.0736,0.684,87.353
"...And Justice for All (1988, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),43661,15,1988/09/07,0.65,0.158,-18.694,0.0369,0.906,0.909,0.168,0.967,146.724
"Eye of the Beholder (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),88530,16,1988/09/07,0.389,0.7,-14.827,0.0449,0.635,0.961,0.22,0.885,126.96
"Eye of the Beholder (1987, From James Riff Tapes II)",...And Justice for All (Remastered Deluxe Box Set),37689,14,1988/09/07,0.297,0.339,-16.783,0.0443,0.0086,0.889,0.469,0.763,115.579
"One (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),142623,19,1988/09/07,0.568,0.298,-18.813,0.0399,0.508,0.796,0.256,0.557,115.475
"The Shortest Straw (1986, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),106801,15,1988/09/07,0.408,0.649,-12.193,0.058,0.000138,0.873,0.288,0.419,129.054
"The Shortest Straw (1986, From James Riff Tapes II)",...And Justice for All (Remastered Deluxe Box Set),46828,15,1988/09/07,0.213,0.572,-18.706,0.0745,0.0119,0.946,0.35,0.272,87.319
"Harvester of Sorrow (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),69703,15,1988/09/07,0.251,0.353,-17.055,0.0443,0.0099,0.962,0.119,0.424,104.319
"The Frayed Ends of Sanity (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),99783,15,1988/09/07,0.552,0.723,-15.787,0.0726,8.39E-05,0.517,0.223,0.337,100.236
"To Live Is to Die (1986, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),90993,16,1988/09/07,0.582,0.257,-16.509,0.0408,0.626,0.461,0.14,0.209,63.662
"To Live Is to Die (1988, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),57465,16,1988/09/07,0.616,0.159,-16.762,0.0376,0.92,0.779,0.125,0.319,113.591
"Dyers Eve (1986, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),71812,16,1988/09/07,0.346,0.521,-18.182,0.0685,0.061,0.931,0.418,0.108,92.398
"Dyers Eve (1987, From James Riff Tapes)",...And Justice for All (Remastered Deluxe Box Set),365156,16,1988/09/07,0.205,0.834,-12.421,0.201,2.87E-05,0.855,0.417,0.483,181.741
"Blackened (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),202988,15,1988/09/07,0.463,0.861,-7.671,0.0317,0.00165,0.859,0.104,0.752,99.455
"And Justice for All (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),58701,13,1988/09/07,0.492,0.971,-11.744,0.0341,0.65,0.98,0.305,0.695,102.958
"And Justice for All (October 1987, Writing in Progress II)",...And Justice for All (Remastered Deluxe Box Set),87580,13,1988/09/07,0.508,0.949,-10.523,0.0481,0.48,0.792,0.209,0.826,173.726
"One (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),69619,15,1988/09/07,0.55,0.818,-9.201,0.0467,0.00482,0.852,0.107,0.796,56.953
"The Shortest Straw (October 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),51947,13,1988/09/07,0.412,0.953,-9.456,0.111,0.00182,0.87,0.138,0.216,147.515
"And Justice for All (November 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),505487,14,1988/09/07,0.297,0.822,-8.866,0.043,0.000192,0.909,0.121,0.856,182.495
"The Frayed Ends of Sanity (November 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),476568,13,1988/09/07,0.519,0.803,-8.094,0.0404,0.000377,0.897,0.243,0.682,96.3
"One (November 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),137914,13,1988/09/07,0.587,0.555,-15.676,0.0443,0.0717,0.445,0.0658,0.419,97.461
"Dyers Eve (November 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),342629,13,1988/09/07,0.159,0.95,-8.651,0.0561,1.47E-05,0.863,0.413,0.855,182.883
"Eye of the Beholder (November 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),411631,13,1988/09/07,0.408,0.867,-8.257,0.0438,0.000296,0.884,0.335,0.655,121.499
"To Live Is to Die (November 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),55311,12,1988/09/07,0.519,0.577,-12.35,0.283,0.00517,0.228,0.159,0.687,59.81
"The Shortest Straw (December 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),405910,22,1988/09/07,0.294,0.934,-10.058,0.0416,0.0002,0.878,0.111,0.889,144.739
"Harvester of Sorrow (December 1987, Writing in Progress)",...And Justice for All (Remastered Deluxe Box Set),321715,12,1988/09/07,0.492,0.947,-6.979,0.0544,0.0107,0.917,0.368,0.495,97.544
Blackened (November 1987 Demo),...And Justice for All (Remastered Deluxe Box Set),358072,14,1988/09/07,0.309,0.847,-10.206,0.0715,0.00104,0.822,0.151,0.751,135.798
And Justice for All (November 1987 Demo),...And Justice for All (Remastered Deluxe Box Set),498184,12,1988/09/07,0.241,0.851,-10.74,0.0532,0.000218,0.883,0.151,0.874,181.268
Eye of the Beholder (November 1987 Demo),...And Justice for All (Remastered Deluxe Box Set),390248,12,1988/09/07,0.367,0.83,-10.773,0.0714,0.000541,0.824,0.313,0.672,124.686
One (November 1987 Demo),...And Justice for All (Remastered Deluxe Box Set),427945,15,1988/09/07,0.381,0.695,-10.332,0.0588,0.00106,0.735,0.225,0.619,103.947
The Frayed Ends of Sanity (November 1987 Demo),...And Justice for All (Remastered Deluxe Box Set),457738,12,1988/09/07,0.437,0.817,-10.301,0.058,0.000149,0.834,0.267,0.839,95.17
Eye of the Beholder (January 1988 Demo),...And Justice for All (Remastered Deluxe Box Set),392777,12,1988/09/07,0.528,0.921,-9.179,0.107,0.000106,0.828,0.133,0.535,122.735
The Shortest Straw (January 1988 Demo),...And Justice for All (Remastered Deluxe Box Set),407807,12,1988/09/07,0.356,0.931,-8.145,0.166,0.000364,0.853,0.123,0.512,142.895
Harvester of Sorrow (January 1988 Demo),...And Justice for All (Remastered Deluxe Box Set),350875,11,1988/09/07,0.502,0.886,-8.583,0.0559,0.000199,0.866,0.146,0.738,94.12
Dyers Eve (January 1988 Demo),...And Justice for All (Remastered Deluxe Box Set),361162,12,1988/09/07,0.263,0.93,-8.49,0.129,1.01E-05,0.842,0.121,0.647,180.286
To Live Is to Die (January 1988 Demo),...And Justice for All (Remastered Deluxe Box Set),604524,12,1988/09/07,0.429,0.67,-9.861,0.0541,0.00977,0.749,0.115,0.398,103.533
Blackened (Work in Progress Rough Mix),...And Justice for All (Remastered Deluxe Box Set),361509,16,1988/09/07,0.438,0.858,-7.235,0.0653,0.000197,0.0106,0.356,0.707,130.293
And Justice for All (Work in Progress Rough Mix),...And Justice for All (Remastered Deluxe Box Set),589577,13,1988/09/07,0.308,0.739,-9.911,0.0618,0.00056,0.39,0.0818,0.649,173.008
Eye of the Beholder (Work in Progress Rough Mix),...And Justice for All (Remastered Deluxe Box Set),392085,14,1988/09/07,0.615,0.795,-7.885,0.0327,0.00165,0.0281,0.0641,0.666,122.611
One (Work in Progress Rough Mix),...And Justice for All (Remastered Deluxe Box Set),433847,18,1988/09/07,0.444,0.84,-8.145,0.043,0.000208,0.111,0.157,0.576,109.063
